"wc2.1_10m_bio_1","wc2.1_10m_bio_12","wc2.1_10m_bio_13","wc2.1_10m_bio_14","wc2.1_10m_bio_15","wc2.1_10m_bio_4","wc2.1_10m_bio_5","wc2.1_10m_bio_6","cell","x","y","occ"
14.7099685668945,510,60,20,25.6832313537598,686.366027832031,32.046501159668,2.11374998092651,620998,-0.416666666666686,42.0833333333333,1
11.4546461105347,775,89,44,21.4403305053711,589.980834960938,25.8282508850098,-0.333750009536743,621014,2.25,42.0833333333333,1
8.85443782806396,933,106,60,18.0894145965576,578.070678710938,22.9297504425049,-2.12899994850159,618853,2.08333333333331,42.25,1
10.5999898910522,633,61,44,9.11869525909424,567.088317871094,23.9932498931885,0.506500005722046,538936,2.58333333333331,48.4166666666667,1
10.3025102615356,632,58,45,8.75193500518799,560.5478515625,23.7687492370605,0.347750008106232,534618,2.91666666666666,48.75,1
2.76097917556763,549,68,27,30.3072242736816,617.919067382812,15.8915004730225,-8.37174987792969,562745,10.75,46.5833333333333,1
9.36227130889893,922,120,38,37.9507942199707,661.123168945312,24.8705005645752,-2.48699998855591,651367,21.0833333333333,39.75,1
8.94757270812988,862,126,27,47.42431640625,758.888977050781,24.4502506256104,-5.27400016784668,556293,15.4166666666667,47.0833333333333,1
11.7993955612183,769,90,36,25.3866558074951,749.647521972656,27.4237499237061,-1.51224994659424,575705,10.75,45.5833333333333,1
10.4349994659424,1078,111,72,12.08580493927,626.699096679688,24.386999130249,-0.110249996185303,564879,6.41666666666666,46.4166666666667,1
4.02641677856445,1302,139,70,19.0312423706055,639.686645507812,20.5750007629395,-7.4689998626709,614524,0.583333333333314,42.5833333333333,1
14.2529029846191,1260,146,64,23.2027359008789,445.722076416016,24.717212677002,4.81393432617188,603710,-1.75,43.4166666666667,1
9.23758316040039,1082,127,65,22.3372325897217,676.259765625,23.7840003967285,-2.50300002098083,551932,8.58333333333331,47.4166666666667,1
7.16997909545898,1402,151,67,27.0333595275879,606.3466796875,20.6924991607666,-4.04549980163574,567053,8.75,46.25,1
8.81717681884766,837,86,57,10.8169403076172,619.363647460938,22.3899993896484,-1.50650000572205,519523,7.08333333333331,49.9166666666667,1
14.2758750915527,734,116,25,35.3809852600098,659.693969726562,30.0552501678467,1.5460000038147,599430,4.91666666666666,43.75,1
8.46445846557617,586,67,24,33.4782447814941,697.538818359375,23.0364990234375,-3.96449995040894,573546,10.9166666666667,45.75,1
6.32678127288818,559,75,21,42.3783645629883,652.159545898438,20.3147506713867,-5.16750001907349,562747,11.0833333333333,46.5833333333333,1
8.307541847229,642,66,36,21.0446357727051,686.809265136719,23.3672504425049,-3.24000000953674,647055,22.4166666666667,40.0833333333333,1
8.87407302856445,746,72,51,9.59018802642822,620.840209960938,22.2355003356934,-1.36175000667572,517364,7.25,50.0833333333333,1
8.81753158569336,593,65,36,17.6489067077637,720.148071289062,24.6162490844727,-4.73175001144409,627621,23.4166666666667,41.5833333333333,1
12.5571632385254,1166,159,28,38.7263259887695,621.741333007812,27.2830410003662,1.23508775234222,595139,9.75,44.0833333333333,1
8.64462471008301,634,66,41,15.066822052002,630.250854492188,22.1732501983643,-1.82599997520447,519527,7.75,49.9166666666667,1
13.496000289917,1034,101,67,13.6167154312134,794.667297363281,29.4519996643066,-0.939500033855438,575710,11.5833333333333,45.5833333333333,1
6.53231239318848,626,77,24,40.394775390625,665.284484863281,20.3012504577637,-4.93825006484985,571389,11.4166666666667,45.9166666666667,1
8.26680183410645,1653,186,95,19.883451461792,675.225036621094,23.7137508392334,-4.11450004577637,573566,14.25,45.75,1
8.52480220794678,948,111,42,32.5,710.918273925781,23.1097507476807,-4.32074975967407,569232,11.9166666666667,46.0833333333333,1
9.94377040863037,774,77,51,12.065372467041,568.907165527344,22.914249420166,-0.231000006198883,506554,5.58333333333331,50.9166666666667,1
10.0331249237061,720,75,44,13.2997388839722,565.91748046875,23.0300006866455,-0.175500005483627,504395,5.75,51.0833333333333,1
10.0990314483643,731,76,45,13.2550315856934,567.832580566406,22.9222507476807,0.0302499998360872,504396,5.91666666666666,51.0833333333333,1
9.79710388183594,819,83,55,12.1774587631226,569.978271484375,22.5417499542236,-0.283749997615814,508715,5.75,50.75,1
7.72507286071777,920,97,62,12.6551561355591,625.953796386719,21.411750793457,-2.70900011062622,521684,7.25,49.75,1
8.19193744659424,911,115,45,22.9206771850586,586.360961914062,22.5182495117188,-2.52425003051758,588620,3.25,44.5833333333333,1
11.6351566314697,759,78,39,16.791051864624,599.199035644531,26.2509994506836,0.158500000834465,597255,2.41666666666666,43.9166666666667,1
11.8824796676636,744,78,42,15.4785032272339,607.938537597656,27.0160007476807,0.189000010490417,595094,2.25,44.0833333333333,1
10.2566976547241,856,110,35,26.2065753936768,596.554138183594,24.6340007781982,-0.586499989032745,597260,3.25,43.9166666666667,1
10.8855724334717,883,93,38,21.2493553161621,569.848449707031,24.3202495574951,0.406749993562698,603735,2.41666666666666,43.4166666666667,1
12.3715934753418,804,103,39,26.3141536712646,538.756652832031,25.5912494659424,2.38450002670288,566997,-0.583333333333343,46.25,1
12.5798749923706,859,102,43,24.9617767333984,533.731628417969,25.5084991455078,2.46274995803833,573478,-0.416666666666686,45.75,1
12.9448308944702,819,100,37,30.5467987060547,490.221496582031,24.1751880645752,3.75413537025452,573473,-1.25,45.75,1
12.6108961105347,850,101,42,25.5649585723877,528.84423828125,25.4432506561279,2.59800004959106,573477,-0.583333333333343,45.75,1
12.6068544387817,848,101,41,26.309455871582,523.863952636719,25.1455001831055,2.63100004196167,573476,-0.75,45.75,1
14.9882135391235,696,109,8,46.0159645080566,526.980041503906,27.7306308746338,4.92207193374634,608077,6.08333333333331,43.0833333333333,1
8.89522933959961,891,94,59,12.6595077514648,618.779541015625,22.4214992523193,-1.36374998092651,523840,6.58333333333331,49.5833333333333,1
11.1459484100342,868,121,46,27.4169731140137,607.559448242188,25.7345008850098,0.207750007510185,588626,4.25,44.5833333333333,1
